Month,Day,Year,Temp,TimeStamp
4,2,1995,84.6,1995-04-02
4,3,1995,84.2,1995-04-03
4,4,1995,84.5,1995-04-04
4,5,1995,84.3,1995-04-05
4,6,1995,84.6,1995-04-06
4,7,1995,86.1,1995-04-07
4,8,1995,88.1,1995-04-08
4,9,1995,87.2,1995-04-09
4,10,1995,85.4,1995-04-10
4,11,1995,84.7,1995-04-11
4,12,1995,83.8,1995-04-12
4,13,1995,86.8,1995-04-13
4,14,1995,86.4,1995-04-14
4,15,1995,85.3,1995-04-15
4,16,1995,84.8,1995-04-16
4,17,1995,86.8,1995-04-17
4,18,1995,86.9,1995-04-18
4,19,1995,86.0,1995-04-19
4,20,1995,85.2,1995-04-20
4,21,1995,86.3,1995-04-21
4,22,1995,86.7,1995-04-22
4,23,1995,88.3,1995-04-23
4,24,1995,87.5,1995-04-24
4,25,1995,88.5,1995-04-25
4,26,1995,87.1,1995-04-26
4,27,1995,86.6,1995-04-27
4,28,1995,87.5,1995-04-28
4,29,1995,88.2,1995-04-29
4,30,1995,88.4,1995-04-30
5,1,1995,88.4,1995-05-01
5,2,1995,89.2,1995-05-02
5,3,1995,88.1,1995-05-03
5,4,1995,87.9,1995-05-04
5,5,1995,82.1,1995-05-05
5,6,1995,77.8,1995-05-06
5,7,1995,78.3,1995-05-07
5,8,1995,78.3,1995-05-08
5,9,1995,84.6,1995-05-09
5,10,1995,85.1,1995-05-10
5,11,1995,90.1,1995-05-11
5,12,1995,89.9,1995-05-12
5,13,1995,87.9,1995-05-13
5,14,1995,88.7,1995-05-14
5,15,1995,87.3,1995-05-15
5,16,1995,89.2,1995-05-16
5,17,1995,89.6,1995-05-17
5,18,1995,89.4,1995-05-18
5,19,1995,86.5,1995-05-19
5,20,1995,83.3,1995-05-20
5,21,1995,86.5,1995-05-21
5,22,1995,87.2,1995-05-22
5,23,1995,88.6,1995-05-23
5,24,1995,87.1,1995-05-24
5,25,1995,85.0,1995-05-25
5,26,1995,86.6,1995-05-26
5,27,1995,86.1,1995-05-27
5,28,1995,87.1,1995-05-28
5,29,1995,88.8,1995-05-29
5,30,1995,90.3,1995-05-30
5,31,1995,91.0,1995-05-31
6,1,1995,90.5,1995-06-01
6,2,1995,91.0,1995-06-02
6,3,1995,90.7,1995-06-03
6,4,1995,92.2,1995-06-04
6,5,1995,91.9,1995-06-05
6,6,1995,92.6,1995-06-06
6,7,1995,94.1,1995-06-07
6,8,1995,92.1,1995-06-08
6,9,1995,92.7,1995-06-09
6,10,1995,93.9,1995-06-10
6,11,1995,90.2,1995-06-11
6,12,1995,89.7,1995-06-12
6,13,1995,88.3,1995-06-13
6,14,1995,88.8,1995-06-14
6,15,1995,89.2,1995-06-15
6,16,1995,87.5,1995-06-16
6,17,1995,88.4,1995-06-17
6,18,1995,89.7,1995-06-18
6,19,1995,89.9,1995-06-19
6,20,1995,91.3,1995-06-20
6,21,1995,86.5,1995-06-21
6,22,1995,-99.0,1995-06-22
6,23,1995,84.1,1995-06-23
6,24,1995,85.6,1995-06-24
6,25,1995,85.1,1995-06-25
6,26,1995,87.4,1995-06-26
6,27,1995,86.7,1995-06-27
6,28,1995,85.0,1995-06-28
6,29,1995,87.3,1995-06-29
6,30,1995,88.9,1995-06-30
7,1,1995,89.4,1995-07-01
7,2,1995,90.3,1995-07-02
7,3,1995,89.7,1995-07-03
7,4,1995,89.6,1995-07-04
7,5,1995,90.3,1995-07-05
7,6,1995,88.0,1995-07-06
7,7,1995,87.7,1995-07-07
7,8,1995,87.6,1995-07-08
7,9,1995,86.5,1995-07-09
7,10,1995,81.0,1995-07-10
7,11,1995,83.9,1995-07-11
7,12,1995,84.5,1995-07-12
7,13,1995,86.2,1995-07-13
7,14,1995,83.6,1995-07-14
7,15,1995,83.8,1995-07-15
7,16,1995,84.5,1995-07-16
7,17,1995,85.6,1995-07-17
7,18,1995,84.1,1995-07-18
7,19,1995,83.7,1995-07-19
7,20,1995,84.8,1995-07-20
7,21,1995,86.3,1995-07-21
7,22,1995,85.8,1995-07-22
7,23,1995,84.7,1995-07-23
7,24,1995,85.3,1995-07-24
7,25,1995,81.2,1995-07-25
7,26,1995,85.1,1995-07-26
7,27,1995,81.6,1995-07-27
7,28,1995,83.2,1995-07-28
7,29,1995,83.4,1995-07-29
7,30,1995,86.0,1995-07-30
7,31,1995,84.9,1995-07-31
8,1,1995,87.1,1995-08-01
8,2,1995,86.9,1995-08-02
8,3,1995,86.5,1995-08-03
8,4,1995,86.1,1995-08-04
8,5,1995,84.6,1995-08-05
8,6,1995,85.5,1995-08-06
8,7,1995,81.1,1995-08-07
8,8,1995,82.9,1995-08-08
8,9,1995,83.5,1995-08-09
8,10,1995,85.2,1995-08-10
8,11,1995,82.9,1995-08-11
8,12,1995,86.1,1995-08-12
8,13,1995,85.4,1995-08-13
8,14,1995,82.9,1995-08-14
8,15,1995,81.3,1995-08-15
8,16,1995,85.5,1995-08-16
8,17,1995,86.3,1995-08-17
8,18,1995,81.0,1995-08-18
8,19,1995,82.9,1995-08-19
8,20,1995,84.8,1995-08-20
8,21,1995,83.5,1995-08-21
8,22,1995,84.2,1995-08-22
8,23,1995,82.7,1995-08-23
8,24,1995,85.3,1995-08-24
8,25,1995,83.3,1995-08-25
8,26,1995,83.4,1995-08-26
8,27,1995,85.1,1995-08-27
8,28,1995,83.9,1995-08-28
8,29,1995,82.9,1995-08-29
8,30,1995,83.1,1995-08-30
8,31,1995,84.4,1995-08-31
9,1,1995,86.9,1995-09-01
9,2,1995,86.5,1995-09-02
9,3,1995,86.2,1995-09-03
9,4,1995,84.5,1995-09-04
9,5,1995,85.7,1995-09-05
9,6,1995,83.8,1995-09-06
9,7,1995,81.7,1995-09-07
9,8,1995,82.6,1995-09-08
9,9,1995,82.0,1995-09-09
9,10,1995,78.3,1995-09-10
9,11,1995,79.1,1995-09-11
9,12,1995,82.5,1995-09-12
9,13,1995,84.1,1995-09-13
9,14,1995,85.4,1995-09-14
9,15,1995,86.7,1995-09-15
9,16,1995,83.5,1995-09-16
9,17,1995,83.0,1995-09-17
9,18,1995,85.4,1995-09-18
9,19,1995,86.2,1995-09-19
9,20,1995,86.4,1995-09-20
9,21,1995,83.2,1995-09-21
9,22,1995,84.0,1995-09-22
9,23,1995,86.1,1995-09-23
9,24,1995,86.2,1995-09-24
9,25,1995,87.3,1995-09-25
9,26,1995,87.3,1995-09-26
9,27,1995,82.8,1995-09-27
9,28,1995,84.0,1995-09-28
9,29,1995,83.2,1995-09-29
9,30,1995,84.8,1995-09-30
10,1,1995,81.8,1995-10-01
10,2,1995,84.4,1995-10-02
10,3,1995,83.7,1995-10-03
10,4,1995,84.6,1995-10-04
10,5,1995,78.3,1995-10-05
10,6,1995,81.0,1995-10-06
10,7,1995,81.2,1995-10-07
10,8,1995,78.6,1995-10-08
10,9,1995,79.7,1995-10-09
10,10,1995,83.6,1995-10-10
10,11,1995,81.9,1995-10-11
10,12,1995,84.7,1995-10-12
10,13,1995,84.7,1995-10-13
10,14,1995,82.0,1995-10-14
10,15,1995,80.2,1995-10-15
10,16,1995,83.8,1995-10-16
10,17,1995,83.6,1995-10-17
10,18,1995,84.0,1995-10-18
10,19,1995,82.8,1995-10-19
10,20,1995,82.6,1995-10-20
10,21,1995,84.1,1995-10-21
10,22,1995,83.4,1995-10-22
10,23,1995,81.3,1995-10-23
10,24,1995,78.6,1995-10-24
10,25,1995,81.4,1995-10-25
10,26,1995,79.1,1995-10-26
10,27,1995,80.8,1995-10-27
10,28,1995,82.1,1995-10-28
10,29,1995,80.9,1995-10-29
10,30,1995,79.8,1995-10-30
10,31,1995,81.8,1995-10-31
11,1,1995,83.5,1995-11-01
11,2,1995,84.3,1995-11-02
11,3,1995,77.6,1995-11-03
11,4,1995,77.3,1995-11-04
11,5,1995,77.2,1995-11-05
11,6,1995,79.9,1995-11-06
11,7,1995,79.7,1995-11-07
11,8,1995,77.1,1995-11-08
11,9,1995,82.5,1995-11-09
11,10,1995,83.6,1995-11-10
11,11,1995,82.3,1995-11-11
11,12,1995,82.7,1995-11-12
11,13,1995,81.0,1995-11-13
11,14,1995,79.8,1995-11-14
11,15,1995,77.5,1995-11-15
11,16,1995,79.6,1995-11-16
11,17,1995,78.9,1995-11-17
11,18,1995,79.6,1995-11-18
11,19,1995,80.9,1995-11-19
11,20,1995,80.2,1995-11-20
11,21,1995,82.5,1995-11-21
11,22,1995,82.6,1995-11-22
11,23,1995,78.8,1995-11-23
11,24,1995,79.9,1995-11-24
11,25,1995,78.2,1995-11-25
11,26,1995,80.0,1995-11-26
11,27,1995,79.3,1995-11-27
11,28,1995,79.6,1995-11-28
11,29,1995,78.2,1995-11-29
11,30,1995,78.3,1995-11-30
12,1,1995,77.6,1995-12-01
12,2,1995,78.4,1995-12-02
12,3,1995,77.9,1995-12-03
12,4,1995,77.9,1995-12-04
12,5,1995,78.8,1995-12-05
12,6,1995,78.5,1995-12-06
12,7,1995,77.5,1995-12-07
12,8,1995,76.8,1995-12-08
12,9,1995,76.1,1995-12-09
12,10,1995,75.9,1995-12-10
12,11,1995,75.9,1995-12-11
12,12,1995,76.0,1995-12-12
12,13,1995,76.7,1995-12-13
12,14,1995,75.9,1995-12-14
12,15,1995,77.2,1995-12-15
12,16,1995,76.3,1995-12-16
12,17,1995,76.1,1995-12-17
12,18,1995,76.3,1995-12-18
12,19,1995,76.4,1995-12-19
12,20,1995,76.8,1995-12-20
12,21,1995,76.4,1995-12-21
12,22,1995,76.5,1995-12-22
12,23,1995,75.4,1995-12-23
12,24,1995,74.9,1995-12-24
12,25,1995,76.4,1995-12-25
12,26,1995,76.7,1995-12-26
12,27,1995,77.2,1995-12-27
12,28,1995,77.6,1995-12-28
12,29,1995,76.9,1995-12-29
12,30,1995,77.3,1995-12-30
12,31,1995,75.8,1995-12-31
1,1,1996,78.1,1996-01-01
1,2,1996,76.8,1996-01-02
1,3,1996,74.9,1996-01-03
1,4,1996,76.3,1996-01-04
1,5,1996,75.6,1996-01-05
1,6,1996,75.5,1996-01-06
1,7,1996,76.0,1996-01-07
1,8,1996,76.9,1996-01-08
1,9,1996,75.9,1996-01-09
1,10,1996,76.7,1996-01-10
1,11,1996,76.1,1996-01-11
1,12,1996,77.0,1996-01-12
1,13,1996,76.8,1996-01-13
1,14,1996,78.8,1996-01-14
1,15,1996,78.2,1996-01-15
1,16,1996,78.8,1996-01-16
1,17,1996,76.5,1996-01-17
1,18,1996,76.7,1996-01-18
1,19,1996,76.2,1996-01-19
1,20,1996,76.6,1996-01-20
1,21,1996,76.8,1996-01-21
1,22,1996,75.4,1996-01-22
1,23,1996,78.7,1996-01-23
1,24,1996,76.1,1996-01-24
1,25,1996,72.9,1996-01-25
1,26,1996,75.1,1996-01-26
1,27,1996,76.1,1996-01-27
1,28,1996,78.0,1996-01-28
1,29,1996,77.0,1996-01-29
1,30,1996,76.4,1996-01-30
1,31,1996,77.6,1996-01-31
2,1,1996,77.9,1996-02-01
2,2,1996,77.8,1996-02-02
2,3,1996,76.3,1996-02-03
2,4,1996,76.7,1996-02-04
2,5,1996,77.2,1996-02-05
2,6,1996,78.9,1996-02-06
2,7,1996,76.6,1996-02-07
2,8,1996,77.3,1996-02-08
2,9,1996,78.6,1996-02-09
2,10,1996,79.5,1996-02-10
2,11,1996,79.8,1996-02-11
2,12,1996,80.1,1996-02-12
2,13,1996,79.5,1996-02-13
2,14,1996,79.0,1996-02-14
2,15,1996,80.1,1996-02-15
2,16,1996,78.1,1996-02-16
2,17,1996,79.8,1996-02-17
2,18,1996,79.6,1996-02-18
2,19,1996,78.0,1996-02-19
2,20,1996,79.4,1996-02-20
2,21,1996,81.8,1996-02-21
2,22,1996,82.5,1996-02-22
2,23,1996,82.8,1996-02-23
2,24,1996,80.7,1996-02-24
2,25,1996,79.9,1996-02-25
2,26,1996,79.5,1996-02-26
2,27,1996,79.7,1996-02-27
2,28,1996,79.4,1996-02-28
2,29,1996,79.4,1996-02-29
3,1,1996,80.2,1996-03-01
3,2,1996,78.6,1996-03-02
3,3,1996,76.4,1996-03-03
3,4,1996,78.8,1996-03-04
3,5,1996,80.0,1996-03-05
3,6,1996,81.5,1996-03-06
3,7,1996,83.0,1996-03-07
3,8,1996,80.5,1996-03-08
3,9,1996,80.7,1996-03-09
3,10,1996,78.7,1996-03-10
3,11,1996,79.9,1996-03-11
3,12,1996,79.5,1996-03-12
3,13,1996,77.8,1996-03-13
3,14,1996,78.5,1996-03-14
3,15,1996,79.5,1996-03-15
3,16,1996,81.3,1996-03-16
3,17,1996,82.0,1996-03-17
3,18,1996,81.2,1996-03-18
3,19,1996,81.8,1996-03-19
3,20,1996,81.9,1996-03-20
3,21,1996,82.8,1996-03-21
3,22,1996,82.5,1996-03-22
3,23,1996,83.5,1996-03-23
3,24,1996,81.9,1996-03-24
3,25,1996,83.0,1996-03-25
3,26,1996,84.4,1996-03-26
3,27,1996,85.9,1996-03-27
3,28,1996,87.7,1996-03-28
3,29,1996,85.8,1996-03-29
3,30,1996,86.1,1996-03-30
3,31,1996,86.4,1996-03-31
4,1,1996,86.3,1996-04-01
4,2,1996,86.8,1996-04-02
4,3,1996,85.2,1996-04-03
4,4,1996,86.2,1996-04-04
4,5,1996,86.5,1996-04-05
4,6,1996,83.5,1996-04-06
4,7,1996,85.7,1996-04-07
4,8,1996,85.7,1996-04-08
4,9,1996,86.2,1996-04-09
4,10,1996,87.4,1996-04-10
4,11,1996,85.5,1996-04-11
4,12,1996,84.3,1996-04-12
4,13,1996,81.1,1996-04-13
4,14,1996,81.7,1996-04-14
4,15,1996,81.9,1996-04-15
4,16,1996,82.9,1996-04-16
4,17,1996,86.8,1996-04-17
4,18,1996,86.4,1996-04-18
4,19,1996,87.7,1996-04-19
4,20,1996,87.4,1996-04-20
4,21,1996,87.1,1996-04-21
4,22,1996,88.7,1996-04-22
4,23,1996,87.3,1996-04-23
4,24,1996,87.8,1996-04-24
4,25,1996,86.8,1996-04-25
4,26,1996,87.0,1996-04-26
4,27,1996,88.1,1996-04-27
4,28,1996,90.1,1996-04-28
4,29,1996,90.1,1996-04-29
4,30,1996,91.6,1996-04-30
5,1,1996,85.7,1996-05-01
5,2,1996,89.7,1996-05-02
5,3,1996,87.9,1996-05-03
5,4,1996,89.4,1996-05-04
5,5,1996,90.7,1996-05-05
5,6,1996,89.5,1996-05-06
5,7,1996,91.9,1996-05-07
5,8,1996,93.1,1996-05-08
5,9,1996,89.9,1996-05-09
5,10,1996,92.7,1996-05-10
5,11,1996,91.8,1996-05-11
5,12,1996,91.4,1996-05-12
5,13,1996,89.8,1996-05-13
5,14,1996,91.2,1996-05-14
5,15,1996,89.2,1996-05-15
5,16,1996,90.6,1996-05-16
5,17,1996,88.7,1996-05-17
5,18,1996,88.1,1996-05-18
5,19,1996,87.0,1996-05-19
5,20,1996,88.5,1996-05-20
5,21,1996,89.7,1996-05-21
5,22,1996,88.3,1996-05-22
5,23,1996,87.7,1996-05-23
5,24,1996,90.2,1996-05-24
5,25,1996,90.4,1996-05-25
5,26,1996,90.3,1996-05-26
5,27,1996,91.3,1996-05-27
5,28,1996,90.6,1996-05-28
5,29,1996,89.6,1996-05-29
5,30,1996,89.2,1996-05-30
5,31,1996,88.7,1996-05-31
6,1,1996,88.2,1996-06-01
6,2,1996,88.2,1996-06-02
6,3,1996,90.4,1996-06-03
6,4,1996,89.9,1996-06-04
6,5,1996,89.5,1996-06-05
6,6,1996,89.4,1996-06-06
6,7,1996,89.5,1996-06-07
6,8,1996,87.0,1996-06-08
6,9,1996,86.6,1996-06-09
6,10,1996,88.9,1996-06-10
6,11,1996,88.0,1996-06-11
6,12,1996,83.9,1996-06-12
6,13,1996,76.4,1996-06-13
6,14,1996,74.2,1996-06-14
6,15,1996,78.8,1996-06-15
6,16,1996,83.4,1996-06-16
6,17,1996,86.0,1996-06-17
6,18,1996,85.3,1996-06-18
6,19,1996,86.3,1996-06-19
6,20,1996,88.3,1996-06-20
6,21,1996,85.3,1996-06-21
6,22,1996,85.3,1996-06-22
6,23,1996,88.8,1996-06-23
6,24,1996,86.6,1996-06-24
6,25,1996,88.0,1996-06-25
6,26,1996,86.6,1996-06-26
6,27,1996,85.5,1996-06-27
6,28,1996,86.9,1996-06-28
6,29,1996,86.5,1996-06-29
6,30,1996,86.5,1996-06-30
7,1,1996,87.8,1996-07-01
7,2,1996,86.7,1996-07-02
7,3,1996,87.2,1996-07-03
7,4,1996,84.6,1996-07-04
7,5,1996,86.9,1996-07-05
7,6,1996,84.2,1996-07-06
7,7,1996,84.3,1996-07-07
7,8,1996,86.3,1996-07-08
7,9,1996,84.3,1996-07-09
7,10,1996,87.2,1996-07-10
7,11,1996,86.3,1996-07-11
7,12,1996,86.3,1996-07-12
7,13,1996,86.7,1996-07-13
7,14,1996,85.2,1996-07-14
7,15,1996,85.0,1996-07-15
7,16,1996,81.6,1996-07-16
7,17,1996,78.6,1996-07-17
7,18,1996,80.7,1996-07-18
7,19,1996,82.9,1996-07-19
7,20,1996,84.2,1996-07-20
7,21,1996,83.9,1996-07-21
7,22,1996,85.3,1996-07-22
7,23,1996,86.9,1996-07-23
7,24,1996,87.5,1996-07-24
7,25,1996,86.5,1996-07-25
7,26,1996,86.0,1996-07-26
7,27,1996,86.8,1996-07-27
7,28,1996,88.4,1996-07-28
7,29,1996,87.6,1996-07-29
7,30,1996,86.0,1996-07-30
7,31,1996,86.4,1996-07-31
8,1,1996,87.1,1996-08-01
8,2,1996,86.6,1996-08-02
8,3,1996,87.9,1996-08-03
8,4,1996,88.3,1996-08-04
8,5,1996,88.6,1996-08-05
8,6,1996,87.4,1996-08-06
8,7,1996,84.2,1996-08-07
8,8,1996,86.7,1996-08-08
8,9,1996,86.8,1996-08-09
8,10,1996,85.4,1996-08-10
8,11,1996,84.3,1996-08-11
8,12,1996,84.9,1996-08-12
8,13,1996,87.0,1996-08-13
8,14,1996,87.9,1996-08-14
8,15,1996,84.6,1996-08-15
8,16,1996,82.6,1996-08-16
8,17,1996,85.0,1996-08-17
8,18,1996,84.2,1996-08-18
8,19,1996,83.5,1996-08-19
8,20,1996,84.7,1996-08-20
8,21,1996,82.8,1996-08-21
8,22,1996,84.1,1996-08-22
8,23,1996,83.9,1996-08-23
8,24,1996,85.9,1996-08-24
8,25,1996,84.6,1996-08-25
8,26,1996,86.5,1996-08-26
8,27,1996,85.1,1996-08-27
8,28,1996,86.2,1996-08-28
8,29,1996,86.1,1996-08-29
8,30,1996,88.1,1996-08-30
8,31,1996,85.0,1996-08-31
9,1,1996,82.0,1996-09-01
9,2,1996,81.4,1996-09-02
9,3,1996,81.8,1996-09-03
9,4,1996,83.6,1996-09-04
9,5,1996,82.3,1996-09-05
9,6,1996,85.7,1996-09-06
9,7,1996,84.6,1996-09-07
9,8,1996,83.6,1996-09-08
9,9,1996,83.9,1996-09-09
9,10,1996,78.9,1996-09-10
9,11,1996,78.1,1996-09-11
9,12,1996,77.9,1996-09-12
9,13,1996,83.5,1996-09-13
9,14,1996,85.4,1996-09-14
9,15,1996,84.7,1996-09-15
9,16,1996,84.8,1996-09-16
9,17,1996,85.2,1996-09-17
9,18,1996,86.5,1996-09-18
9,19,1996,86.7,1996-09-19
9,20,1996,85.2,1996-09-20
9,21,1996,84.3,1996-09-21
9,22,1996,82.2,1996-09-22
9,23,1996,80.7,1996-09-23
9,24,1996,81.5,1996-09-24
9,25,1996,83.2,1996-09-25
9,26,1996,84.4,1996-09-26
9,27,1996,84.3,1996-09-27
9,28,1996,83.1,1996-09-28
9,29,1996,84.3,1996-09-29
9,30,1996,84.8,1996-09-30
10,1,1996,81.4,1996-10-01
10,2,1996,83.9,1996-10-02
10,3,1996,84.0,1996-10-03
10,4,1996,84.1,1996-10-04
10,5,1996,85.4,1996-10-05
10,6,1996,85.4,1996-10-06
10,7,1996,84.8,1996-10-07
10,8,1996,82.3,1996-10-08
10,9,1996,78.2,1996-10-09
10,10,1996,78.5,1996-10-10
10,11,1996,79.6,1996-10-11
10,12,1996,80.3,1996-10-12
10,13,1996,80.4,1996-10-13
10,14,1996,80.6,1996-10-14
10,15,1996,79.5,1996-10-15
10,16,1996,75.3,1996-10-16
10,17,1996,76.0,1996-10-17
10,18,1996,78.0,1996-10-18
10,19,1996,82.2,1996-10-19
10,20,1996,81.3,1996-10-20
10,21,1996,80.1,1996-10-21
10,22,1996,82.9,1996-10-22
10,23,1996,82.1,1996-10-23
10,24,1996,79.6,1996-10-24
10,25,1996,84.3,1996-10-25
10,26,1996,-99.0,1996-10-26
10,27,1996,83.7,1996-10-27
10,28,1996,81.0,1996-10-28
10,29,1996,82.0,1996-10-29
10,30,1996,81.4,1996-10-30
10,31,1996,80.7,1996-10-31
11,1,1996,81.1,1996-11-01
11,2,1996,81.8,1996-11-02
11,3,1996,80.6,1996-11-03
11,4,1996,79.5,1996-11-04
11,5,1996,79.0,1996-11-05
11,6,1996,80.4,1996-11-06
11,7,1996,82.1,1996-11-07
11,8,1996,82.6,1996-11-08
11,9,1996,81.8,1996-11-09
11,10,1996,81.5,1996-11-10
11,11,1996,81.8,1996-11-11
11,12,1996,82.6,1996-11-12
11,13,1996,80.7,1996-11-13
11,14,1996,80.8,1996-11-14
11,15,1996,81.7,1996-11-15
11,16,1996,81.5,1996-11-16
11,17,1996,81.5,1996-11-17
11,18,1996,76.0,1996-11-18
11,19,1996,77.9,1996-11-19
11,20,1996,78.9,1996-11-20
11,21,1996,76.0,1996-11-21
11,22,1996,75.9,1996-11-22
11,23,1996,75.8,1996-11-23
11,24,1996,79.4,1996-11-24
11,25,1996,75.1,1996-11-25
11,26,1996,75.9,1996-11-26
11,27,1996,77.5,1996-11-27
11,28,1996,78.6,1996-11-28
11,29,1996,76.3,1996-11-29
11,30,1996,76.0,1996-11-30
12,1,1996,74.6,1996-12-01
12,2,1996,74.5,1996-12-02
12,3,1996,77.1,1996-12-03
12,4,1996,80.2,1996-12-04
12,5,1996,80.3,1996-12-05
12,6,1996,77.1,1996-12-06
12,7,1996,81.1,1996-12-07
12,8,1996,75.9,1996-12-08
12,9,1996,76.9,1996-12-09
12,10,1996,76.1,1996-12-10
12,11,1996,78.6,1996-12-11
12,12,1996,74.4,1996-12-12
12,13,1996,76.0,1996-12-13
12,14,1996,75.8,1996-12-14
12,15,1996,75.2,1996-12-15
12,16,1996,77.8,1996-12-16
12,17,1996,78.4,1996-12-17
12,18,1996,76.5,1996-12-18
12,19,1996,76.8,1996-12-19
12,20,1996,77.5,1996-12-20
12,21,1996,74.2,1996-12-21
12,22,1996,76.1,1996-12-22
12,23,1996,74.2,1996-12-23
12,24,1996,74.6,1996-12-24
12,25,1996,73.6,1996-12-25
12,26,1996,76.2,1996-12-26
12,27,1996,76.8,1996-12-27
12,28,1996,76.8,1996-12-28
12,29,1996,76.7,1996-12-29
12,30,1996,76.5,1996-12-30
12,31,1996,76.0,1996-12-31
1,1,1997,76.4,1997-01-01
1,2,1997,75.6,1997-01-02
1,3,1997,74.5,1997-01-03
1,4,1997,75.2,1997-01-04
1,5,1997,75.7,1997-01-05
1,6,1997,74.7,1997-01-06
1,7,1997,74.6,1997-01-07
1,8,1997,74.8,1997-01-08
1,9,1997,77.5,1997-01-09
1,10,1997,73.6,1997-01-10
1,11,1997,76.6,1997-01-11
1,12,1997,77.7,1997-01-12
1,13,1997,79.0,1997-01-13
1,14,1997,76.4,1997-01-14
1,15,1997,75.4,1997-01-15
1,16,1997,75.9,1997-01-16
1,17,1997,77.4,1997-01-17
1,18,1997,77.6,1997-01-18
1,19,1997,75.6,1997-01-19
1,20,1997,76.6,1997-01-20
1,21,1997,79.4,1997-01-21
1,22,1997,76.6,1997-01-22
1,23,1997,75.9,1997-01-23
1,24,1997,74.9,1997-01-24
1,25,1997,76.3,1997-01-25
1,26,1997,75.2,1997-01-26
1,27,1997,75.9,1997-01-27
1,28,1997,77.4,1997-01-28
1,29,1997,75.2,1997-01-29
1,30,1997,74.1,1997-01-30
1,31,1997,72.5,1997-01-31
2,1,1997,74.1,1997-02-01
2,2,1997,76.0,1997-02-02
2,3,1997,75.8,1997-02-03
2,4,1997,80.0,1997-02-04
2,5,1997,77.8,1997-02-05
2,6,1997,78.1,1997-02-06
2,7,1997,77.1,1997-02-07
2,8,1997,77.7,1997-02-08
2,9,1997,77.8,1997-02-09
2,10,1997,78.5,1997-02-10
2,11,1997,79.2,1997-02-11
2,12,1997,79.3,1997-02-12
2,13,1997,76.6,1997-02-13
